Date,Price,Open,High,Low,Vol.,Volume,Change %
2014-11-20,"33,428.76","33,665.58","33,701.23","32,854.72",,#VALUE!,-2.10%
2014-11-19,"34,145.79","34,902.59","34,918.69","34,145.79",,#VALUE!,-2.15%
2014-11-18,"34,896.50","35,488.80","35,500.07","34,825.39",,#VALUE!,-1.67%
2014-11-17,"35,488.80","35,396.22","36,102.33","35,393.73",,#VALUE!,0.30%
2014-11-14,"35,381.02","34,515.47","35,381.02","34,311.58",,#VALUE!,2.51%
2014-11-13,"34,515.47","33,967.48","34,515.47","33,581.92",,#VALUE!,1.61%
2014-11-12,"33,967.48","33,670.75","34,125.36","33,232.10",,#VALUE!,0.88%
2014-11-11,"33,670.75","33,234.28","33,683.59","33,109.07",,#VALUE!,1.34%
2014-11-10,"33,224.84","33,225.75","33,234.28","32,647.38",,#VALUE!,0.00%
2014-11-07,"33,225.75","34,304.46","34,304.46","33,063.84",,#VALUE!,-3.68%
2014-11-06,"34,494.93","35,958.38","35,958.38","34,332.15",,#VALUE!,-4.07%
2014-11-05,"35,958.38","36,744.46","36,737.33","35,872.17",,#VALUE!,-2.14%
2014-11-04,"36,744.46","37,343.85","37,365.05","36,744.46",,#VALUE!,-1.61%
2014-11-03,"37,343.85","37,550.24","37,575.07","36,842.87",,#VALUE!,-0.55%
2014-10-31,"37,550.24","37,979.99","37,983.19","37,255.85",,#VALUE!,-1.13%
2014-10-30,"37,979.99","38,148.18","38,153.36","37,810.67",,#VALUE!,-0.44%
2014-10-29,"38,148.18","38,286.56","38,299.25","38,015.72",,#VALUE!,-0.36%
2014-10-28,"38,286.56","38,724.15","38,746.46","38,199.43",,#VALUE!,-1.13%
2014-10-27,"38,724.15","38,967.72","38,984.37","38,485.03",,#VALUE!,-0.63%
2014-10-24,"38,967.72","38,979.30","39,152.10","38,692.48",,#VALUE!,-0.03%
2014-10-23,"38,979.30","38,994.16","38,994.16","38,755.90",,#VALUE!,-0.34%
2014-10-22,"39,113.62","38,776.67","38,994.26","38,683.32",,#VALUE!,0.87%
2014-10-21,"38,776.67","38,662.65","38,848.33","38,662.65",,#VALUE!,0.29%
2014-10-20,"38,662.65","38,197.73","38,888.83","38,197.73",,#VALUE!,1.22%
2014-10-17,"38,197.73","38,490.67","38,616.33","37,790.92",,#VALUE!,-0.76%
2014-10-16,"38,490.67","39,278.47","39,278.47","37,838.92",,#VALUE!,-2.01%
2014-10-15,"39,278.47","39,681.71","39,682.38","39,258.90",,#VALUE!,-1.02%
2014-10-14,"39,681.71","40,051.29","40,051.94","39,286.80",,#VALUE!,-0.92%
2014-10-13,"40,051.29","40,444.39","40,459.32","40,051.29",,#VALUE!,-0.97%
2014-10-10,"40,444.39","40,572.25","40,578.86","40,301.02",,#VALUE!,-0.32%
2014-10-09,"40,572.25","40,995.02","41,067.33","40,560.89",,#VALUE!,-1.03%
2014-10-08,"40,995.02","41,103.75","41,216.90","40,854.06",,#VALUE!,-0.26%
2014-10-03,"41,103.94","41,135.56","41,138.56","40,730.33",,#VALUE!,-0.08%
2014-10-02,"41,135.56","41,210.10","41,272.90","41,109.71",,#VALUE!,-0.18%
2014-09-30,"41,210.10","41,105.38","41,214.53","40,769.90",,#VALUE!,0.25%
2014-09-29,"41,105.38","40,819.72","41,140.21","40,781.88",,#VALUE!,0.70%
2014-09-26,"40,819.72","40,780.00","40,864.53","40,575.57",,#VALUE!,0.10%
2014-09-25,"40,780.00","40,809.32","40,836.60","40,345.73",,#VALUE!,-0.07%
2014-09-24,"40,809.32","40,537.20","40,809.32","40,339.14",,#VALUE!,0.67%
2014-09-23,"40,537.20","40,984.11","41,048.81","40,498.45",,#VALUE!,-1.09%
2014-09-22,"40,984.12","41,049.27","41,082.68","40,703.86",,#VALUE!,-0.16%
2014-09-19,"41,049.27","40,683.45","41,049.27","40,612.76",,#VALUE!,0.90%
2014-09-18,"40,683.45","40,729.49","40,745.50","40,576.93",,#VALUE!,-0.11%
2014-09-17,"40,729.49","40,648.16","41,118.89","40,517.47",,#VALUE!,0.20%
2014-09-16,"40,648.15","40,769.00","40,771.47","40,379.20",,#VALUE!,-0.30%
2014-09-15,"40,769.00","40,672.94","40,933.12","40,620.42",,#VALUE!,0.24%
2014-09-12,"40,672.94","40,757.20","40,824.97","40,613.90",,#VALUE!,-0.21%
2014-09-11,"40,757.20","40,885.40","40,885.84","40,658.06",,#VALUE!,-0.31%
2014-09-10,"40,885.40","40,868.02","40,924.76","40,815.26",,#VALUE!,0.04%
2014-09-09,"40,868.02","41,214.82","41,224.07","40,798.92",,#VALUE!,-0.84%
2014-09-08,"41,214.81","41,160.62","41,248.49","41,146.94",,#VALUE!,0.13%
2014-09-05,"41,160.62","41,017.49","41,163.27","40,902.10",,#VALUE!,0.35%
2014-09-04,"41,017.49","41,207.79","41,214.16","40,961.71",,#VALUE!,-0.46%
2014-09-03,"41,207.79","41,264.65","41,371.94","41,173.91",,#VALUE!,-0.14%
2014-09-02,"41,264.65","41,398.05","41,474.27","41,034.21",,#VALUE!,-0.32%
2014-09-01,"41,398.05","41,532.33","41,557.57","41,375.40",,#VALUE!,-0.32%
2014-08-29,"41,532.33","41,359.89","41,595.29","41,359.81",,#VALUE!,0.42%
2014-08-28,"41,359.87","41,121.14","41,362.03","41,004.25",,#VALUE!,0.58%
2014-08-27,"41,121.12","41,235.27","41,407.01","41,025.86",,#VALUE!,-0.28%
2014-08-26,"41,235.25","41,339.50","41,392.99","41,107.06",,#VALUE!,-0.25%
2014-08-25,"41,339.48","41,564.21","41,564.21","41,311.73",,#VALUE!,-0.54%
2014-08-22,"41,564.19","41,767.35","41,767.35","41,538.70",,#VALUE!,-0.49%
2014-08-21,"41,767.33","41,789.58","41,790.58","41,441.62",,#VALUE!,-0.05%
2014-08-20,"41,789.56","41,812.17","41,844.70","41,569.93",,#VALUE!,-0.05%
2014-08-19,"41,812.14","41,370.65","41,728.38","41,370.43",,#VALUE!,1.14%
2014-08-18,"41,341.08","41,379.49","41,532.04","41,303.67",,#VALUE!,-0.09%
2014-08-15,"41,380.05","41,750.41","41,784.29","41,388.66",,#VALUE!,-0.41%
2014-08-14,"41,551.71","41,753.21","41,757.60","41,545.85",,#VALUE!,-0.75%
2014-08-13,"41,863.60","42,092.75","42,111.90","41,863.60",,#VALUE!,-0.54%
2014-08-12,"42,092.73","42,012.81","42,168.36","42,012.69",,#VALUE!,0.19%
2014-08-11,"42,012.73","42,598.47","42,598.47","42,007.50",,#VALUE!,-1.38%
2014-08-08,"42,598.46","42,612.35","42,674.99","42,579.26",,#VALUE!,-0.03%
2014-08-07,"42,612.33","42,339.86","42,615.04","42,314.79",,#VALUE!,0.64%
2014-08-06,"42,339.84","42,292.95","42,444.17","42,238.39",,#VALUE!,0.11%
2014-08-05,"42,292.93","41,801.54","42,373.72","41,780.07",,#VALUE!,1.18%
2014-08-04,"41,801.51","41,934.43","41,992.02","41,704.38",,#VALUE!,-0.32%
2014-08-01,"41,934.40","42,097.49","42,107.39","41,886.66",,#VALUE!,-0.39%
2014-07-31,"42,097.49","42,369.02","42,466.05","42,039.06",,#VALUE!,-0.64%
2014-07-30,"42,368.99","42,285.85","42,527.89","41,858.73",,#VALUE!,0.20%
2014-07-25,"42,285.82","42,529.77","42,543.61","42,112.37",,#VALUE!,-0.57%
2014-07-24,"42,529.74",0,"42,891.82","42,529.74",,#VALUE!,-0.03%
2014-07-23,"42,544.33","42,664.98","42,728.03","42,533.96",,#VALUE!,-0.28%
2014-07-22,"42,664.95","42,784.33","42,876.98","42,650.33",,#VALUE!,-0.28%
2014-07-21,"42,784.30","42,891.85","42,937.93","42,768.29",,#VALUE!,-0.25%
2014-07-18,"42,891.82","42,918.55","42,944.42","42,833.57",,#VALUE!,-0.06%
2014-07-17,"42,918.55","43,030.30","43,030.30","42,862.40",,#VALUE!,-0.26%
2014-07-16,"43,030.27","42,971.59","43,255.04","42,954.63",,#VALUE!,0.14%
2014-07-15,"42,971.56","42,930.63","43,001.51","42,907.61",,#VALUE!,0.10%
2014-07-14,"42,930.60","42,832.85","42,947.60","42,709.49",,#VALUE!,0.23%
2014-07-11,"42,832.82","43,005.19","43,075.85","42,755.06",,#VALUE!,-0.40%
2014-07-10,"43,004.38","43,039.45","43,141.53","42,710.88",,#VALUE!,-0.08%
2014-07-09,"43,039.42","42,861.80","43,067.76","42,758.96",,#VALUE!,0.41%
2014-07-08,"42,861.78","42,758.04","42,946.37","42,071.19",,#VALUE!,0.24%
2014-07-07,"42,758.02","43,031.83","43,113.09","42,758.04",,#VALUE!,-0.64%
2014-07-04,"43,031.81","42,686.58","43,046.58","42,624.48",,#VALUE!,0.81%
2014-07-03,"42,686.86","42,609.47","42,704.17","42,370.25",,#VALUE!,0.18%
2014-07-02,"42,609.75","42,611.32","42,735.16","42,567.38",,#VALUE!,0.00%
2014-07-01,"42,611.30","42,482.49","42,649.56","42,443.33",,#VALUE!,0.30%
2014-06-30,"42,482.48","42,187.64","42,482.49","41,984.80",,#VALUE!,0.70%
2014-06-27,"42,187.62","41,729.61","42,265.75","41,638.77",,#VALUE!,1.10%
2014-06-26,"41,729.59","41,987.12","41,987.12","41,685.53",,#VALUE!,-0.61%
2014-06-25,"41,987.55","41,740.54","41,987.57","41,545.97",,#VALUE!,0.59%
2014-06-24,"41,740.52","41,577.49","41,793.98","41,577.49",,#VALUE!,0.39%
2014-06-23,"41,577.47","41,129.29","41,582.14","41,121.57",,#VALUE!,1.09%
2014-06-20,"41,129.27","41,068.95","41,382.66","41,068.95",,#VALUE!,0.15%
2014-06-19,"41,068.93","41,171.17","41,235.90","40,995.56",,#VALUE!,-0.25%
2014-06-18,"41,171.47","41,135.70","41,359.77","41,121.80",,#VALUE!,0.09%
2014-06-17,"41,135.40","41,449.52","41,508.15","41,128.12",,#VALUE!,-0.76%
2014-06-16,"41,449.51","41,517.11","41,517.37","41,350.34",,#VALUE!,-0.16%
2014-06-13,"41,517.10","41,228.66","41,685.35","41,208.88",,#VALUE!,0.70%
2014-06-12,"41,228.65","41,642.56","41,675.04","41,199.93",,#VALUE!,-0.99%
2014-06-11,"41,642.55","41,521.40","41,749.40","41,472.67",,#VALUE!,0.29%
2014-06-10,"41,521.42","41,608.48","41,621.63","41,428.09",,#VALUE!,-0.29%
2014-06-09,"41,642.55","41,529.09","41,700.95","41,489.20",,#VALUE!,0.27%
2014-06-06,"41,529.11","41,570.07","41,617.36","40,977.90",,#VALUE!,-0.10%
2014-06-05,"41,570.09","41,627.42","41,863.03","41,549.89",,#VALUE!,-0.14%
2014-06-04,"41,627.42","41,397.67","41,667.48","41,296.22",,#VALUE!,0.55%
2014-06-03,"41,397.68","41,501.39","41,656.33","41,359.39",,#VALUE!,-0.25%
2014-06-02,"41,501.40","41,474.39","41,777.80","41,362.62",,#VALUE!,0.07%
2014-05-30,"41,474.40","40,286.75","41,480.47","40,285.87",,#VALUE!,2.95%
2014-05-28,"40,286.76","40,061.24","40,311.19","40,061.24",,#VALUE!,0.56%
2014-05-27,"40,061.24","39,755.46","40,061.35","39,668.06",,#VALUE!,0.77%
2014-05-26,"39,755.47","39,831.82","39,875.05","39,740.85",,#VALUE!,-0.19%
2014-05-23,"39,831.83","39,552.99","40,294.20","39,552.99",,#VALUE!,0.70%
2014-05-22,"39,552.99","39,102.77","39,552.99","39,094.98",,#VALUE!,1.15%
2014-05-21,"39,102.77","39,162.49","39,263.41","38,895.74",,#VALUE!,-0.15%
2014-05-20,"39,162.49","39,007.40","39,475.30","38,987.16",,#VALUE!,0.40%
2014-05-19,"39,007.40","39,018.34","39,073.97","38,980.20",,#VALUE!,-0.04%
2014-05-16,"39,022.10","38,957.46","39,049.20","38,868.69",,#VALUE!,0.17%
2014-05-15,"38,957.46","39,138.97","39,352.30","38,922.44",,#VALUE!,-0.46%
2014-05-14,"39,138.98","38,955.02","39,189.21","38,941.61",,#VALUE!,0.47%
2014-05-13,"38,955.02","38,560.69","38,955.02","38,560.29",,#VALUE!,1.02%
2014-05-12,"38,560.69","38,554.19","38,690.00","38,530.20",,#VALUE!,0.02%
2014-05-09,"38,554.19","38,640.43","38,648.16","38,498.89",,#VALUE!,-0.22%
2014-05-08,"38,640.43","38,585.99","38,648.52","38,500.14",,#VALUE!,0.16%
2014-05-07,"38,579.39","38,474.07","38,588.72","38,338.02",,#VALUE!,0.27%
2014-05-06,"38,474.07","38,452.11","38,514.81","38,386.27",,#VALUE!,0.07%
2014-05-05,"38,447.89","38,572.20","38,572.20","38,379.37",,#VALUE!,-0.32%
2014-05-02,"38,572.20","38,485.56","38,639.40","38,109.91",,#VALUE!,0.23%
2014-04-30,"38,485.56","38,480.60","38,556.73","38,361.39",,#VALUE!,0.00%
2014-04-29,"38,487.25","38,598.33","38,664.74","38,378.02",,#VALUE!,-0.29%
2014-04-28,"38,598.33","38,857.01","38,858.00","38,547.62",,#VALUE!,-0.77%
2014-04-25,"38,898.14","39,011.90","39,078.47","38,891.83",,#VALUE!,-0.29%
2014-04-24,"39,011.90","39,194.09","39,242.80","38,922.79",,#VALUE!,-0.46%
2014-04-23,"39,194.09","39,022.25","39,198.27","38,866.92",,#VALUE!,0.46%
2014-04-22,"39,016.55","39,325.98","39,443.09","39,210.54",,#VALUE!,-0.75%
2014-04-17,"39,311.60","39,298.97","39,341.50","39,213.63",,#VALUE!,0.03%
2014-04-16,"39,298.97","39,217.77","39,334.88","39,204.66",,#VALUE!,0.21%
2014-04-15,"39,217.65","38,987.50","39,219.82","38,987.50",,#VALUE!,0.59%
2014-04-14,"38,987.50","39,083.66","39,083.66","38,856.81",,#VALUE!,-0.25%
2014-04-11,"39,083.66","38,969.26","39,085.67","38,836.50",,#VALUE!,0.29%
2014-04-10,"38,969.26","39,017.66","39,025.91","38,873.38",,#VALUE!,-0.12%
2014-04-09,"39,017.66","38,881.76","39,027.67","38,827.22",,#VALUE!,0.35%
2014-04-08,"38,881.76","38,626.11","38,881.76","38,606.71",,#VALUE!,0.66%
2014-04-07,"38,626.11","38,712.76","38,739.23","38,563.39",,#VALUE!,-0.22%
2014-04-04,"38,712.76","38,545.88","38,745.68","38,465.15",,#VALUE!,0.43%
2014-04-03,"38,545.88","38,469.33","38,559.33","38,450.97",,#VALUE!,0.20%
2014-04-02,"38,469.33","38,379.29","38,472.78","38,354.55",,#VALUE!,0.22%
2014-04-01,"38,383.05","38,748.01","38,801.22","38,234.37",,#VALUE!,-0.94%
2014-03-31,"38,748.01","38,331.78","38,748.01","38,007.39",,#VALUE!,1.09%
2014-03-28,"38,331.78","38,186.93","38,363.49","37,914.98",,#VALUE!,0.38%
2014-03-27,"38,186.93","37,820.22","38,187.36","37,698.80",,#VALUE!,0.97%
2014-03-26,"37,820.22","37,728.50","37,820.22","37,617.32",,#VALUE!,0.24%
2014-03-25,"37,728.50","37,601.53","37,738.93","37,567.51",,#VALUE!,0.34%
2014-03-24,"37,601.53","37,790.49","37,791.05","37,494.30",,#VALUE!,-0.50%
2014-03-21,"37,790.12","37,308.60","37,805.65","37,383.42",,#VALUE!,1.29%
2014-03-20,"37,308.60","37,136.60","37,374.65","37,111.19",,#VALUE!,0.46%
2014-03-19,"37,136.60","37,273.17","37,728.91","37,108.32",,#VALUE!,-0.37%
2014-03-18,"37,274.04","37,888.47","37,996.11","37,193.61",,#VALUE!,-1.62%
2014-03-17,"37,888.47","38,171.32","38,171.37","37,881.12",,#VALUE!,-0.74%
2014-03-14,"38,171.32","38,503.65","38,512.79","37,892.03",,#VALUE!,-0.86%
2014-03-13,"38,503.65","39,150.30","39,150.75","38,487.06",,#VALUE!,-1.65%
2014-03-12,"39,150.30","39,269.40","39,399.68","38,928.17",,#VALUE!,-0.30%
2014-03-11,"39,269.40","39,172.76","39,327.55","39,071.91",,#VALUE!,0.25%
2014-03-10,"39,172.76","38,952.47","39,179.82","38,949.67",,#VALUE!,0.57%
2014-03-07,"38,952.47","38,944.62","38,983.09","38,718.52",,#VALUE!,0.02%
2014-03-06,"38,944.62","39,127.41","39,130.32","38,911.80",,#VALUE!,-0.47%
2014-03-05,"39,127.41","39,199.27","39,276.71","39,038.21",,#VALUE!,-0.18%
2014-03-04,"39,199.41","39,564.43","39,625.62","38,995.11",,#VALUE!,-0.92%
2014-03-03,"39,564.43","39,558.89","39,610.50","39,267.42",,#VALUE!,0.01%
2014-02-28,"39,558.89","38,885.93","39,585.96","38,882.31",,#VALUE!,1.73%
2014-02-27,"38,885.93","38,862.87","38,910.19","38,724.68",,#VALUE!,0.06%
2014-02-26,"38,862.87","39,160.81","39,364.49","38,791.27",,#VALUE!,-0.76%
2014-02-25,"39,160.10","38,707.14","39,273.71","38,707.14",,#VALUE!,1.17%
2014-02-24,"38,707.14","38,287.20","38,707.14","38,187.57",,#VALUE!,1.07%
2014-02-21,"38,295.74","38,816.19","38,816.48","38,227.71",,#VALUE!,-1.34%
2014-02-20,"38,816.19","39,397.09","39,501.58","38,544.43",,#VALUE!,-1.47%
2014-02-19,"39,397.09","39,211.29","39,397.09","39,024.54",,#VALUE!,1.09%
2014-02-18,"38,972.56","38,964.75","39,504.45","38,658.82",,#VALUE!,0.02%
2014-02-17,"38,964.75","38,768.38","39,406.20","38,720.08",,#VALUE!,0.51%
2014-02-14,"38,767.29","39,378.15","38,767.29","38,089.58",,#VALUE!,-1.55%
2014-02-13,"39,378.15","40,278.82","40,773.50","39,378.15",,#VALUE!,-2.24%
2014-02-12,"40,278.82","40,453.61","40,453.61","40,023.01",,#VALUE!,-0.43%
2014-02-11,"40,453.61","40,647.80","40,667.17","40,415.39",,#VALUE!,-0.48%
2014-02-10,"40,647.80","40,773.50","40,778.39","40,408.04",,#VALUE!,-0.31%
2014-02-07,"40,773.50","40,766.16","41,366.42","40,766.16",,#VALUE!,0.02%
2014-02-06,"40,766.16","40,878.71","40,885.69","40,642.29",,#VALUE!,-0.28%
2014-02-05,"40,878.71","41,064.91","41,080.71","40,691.96",,#VALUE!,-0.45%
2014-02-04,"41,064.91","41,366.42","41,413.95","40,754.99",,#VALUE!,-0.73%
2014-02-03,"41,366.42","40,571.62","41,370.13","40,571.62",,#VALUE!,1.96%
2014-01-31,"40,571.62","40,601.74","40,642.82","40,480.27",,#VALUE!,-0.07%
2014-01-30,"40,601.74","40,792.07","40,601.74","40,208.78",,#VALUE!,-0.47%
2014-01-29,"40,792.07","41,189.66","41,024.12","40,580.18",,#VALUE!,-0.97%
2014-01-28,"41,189.66","41,650.14","41,670.50","41,178.34",,#VALUE!,-1.11%
2014-01-27,"41,650.14","41,917.55","41,953.96","41,542.15",,#VALUE!,-0.64%
2014-01-24,"41,917.55","41,957.50","42,138.92","41,866.09",,#VALUE!,-0.10%
2014-01-23,"41,957.50","41,469.94","41,980.94","41,468.03",,#VALUE!,1.18%
2014-01-22,"41,469.94","41,908.07","41,667.06","41,438.16",,#VALUE!,-1.10%
2014-01-21,"41,931.63","41,471.28","41,956.04","41,467.46",,#VALUE!,1.11%
2014-01-20,"41,471.28","41,836.12","41,751.55","41,441.19",,#VALUE!,-0.67%
2014-01-17,"41,751.55","41,740.77","41,765.34","41,641.51",,#VALUE!,0.03%
2014-01-16,"41,740.77","41,611.15","41,740.77","41,598.55",,#VALUE!,0.31%
2014-01-15,"41,611.15","41,441.19","41,786.09","41,301.95",,#VALUE!,0.41%
2014-01-13,"41,441.19","41,480.62","41,534.44","41,428.50",,#VALUE!,-0.10%
2014-01-10,"41,480.62","41,363.05","41,480.62","40,785.04",,#VALUE!,0.28%
2014-01-09,"41,363.05","41,943.28","41,962.65","41,295.91",,#VALUE!,-1.12%
2014-01-08,"41,830.89","41,806.73","42,258.64","41,666.08",,#VALUE!,0.06%
2014-01-07,"41,806.73","41,507.30","41,834.87","41,240.51",,#VALUE!,0.72%
2014-01-06,"41,507.30","41,450.48","41,513.95","41,240.18",,#VALUE!,0.14%
2014-01-03,"41,450.48","41,228.49","41,522.17","41,064.69",,#VALUE!,0.54%
2014-01-02,"41,228.49","41,329.19","41,505.77","41,162.99",,#VALUE!,-0.24%
2013-12-31,"41,329.19","40,472.13","41,329.19","40,812.52",,#VALUE!,2.12%
2013-12-30,"40,472.13","40,231.68","40,516.77","40,335.30",,#VALUE!,0.60%
2013-12-27,"40,231.68","39,858.23","40,248.85","39,911.56",,#VALUE!,0.94%
2013-12-24,"39,858.23","39,906.76","39,996.56","39,816.39",,#VALUE!,-0.12%
2013-12-23,"39,906.76","39,562.75","39,906.76","39,562.75",,#VALUE!,0.87%
2013-12-20,"39,562.75","39,760.43","39,652.28","39,430.42",,#VALUE!,-0.50%
2013-12-19,"39,760.43","39,383.33","39,861.70","39,318.25",,#VALUE!,0.96%
2013-12-18,"39,383.33","39,130.37","39,383.33","39,129.09",,#VALUE!,0.65%
2013-12-17,"39,130.37","39,763.61","39,763.61","39,109.45",,#VALUE!,-1.42%
2013-12-16,"39,695.34","38,831.59","39,703.84","38,638.88",,#VALUE!,2.22%
2013-12-13,"38,831.59","38,841.49","39,372.90","38,761.97",,#VALUE!,-0.03%
2013-12-12,"38,841.49","38,844.17","38,841.49","38,561.19",,#VALUE!,-0.01%
2013-12-11,"38,844.17","38,961.60","38,994.77","38,810.39",,#VALUE!,-0.30%
2013-12-10,"38,961.60","38,747.51","38,964.60","38,505.45",,#VALUE!,0.55%
2013-12-09,"38,747.51","38,738.55","38,747.51","38,545.75",,#VALUE!,0.02%
2013-12-06,"38,738.15","38,864.84","38,835.71","38,676.29",,#VALUE!,-0.33%
2013-12-05,"38,864.84","38,990.20","39,006.22","38,797.09",,#VALUE!,-0.32%
2013-12-04,"38,990.20","38,955.42","39,065.17","38,909.70",,#VALUE!,0.09%
2013-12-03,"38,955.42","39,045.07","39,126.78","38,890.46",,#VALUE!,-0.23%
2013-12-02,"39,045.07","38,920.85","39,045.07","38,875.59",,#VALUE!,0.32%
2013-11-29,"38,920.85","38,928.65","38,928.65","38,812.40",,#VALUE!,-0.02%
2013-11-28,"38,928.65","39,011.31","39,011.44","38,808.40",,#VALUE!,-0.21%
2013-11-27,"39,011.31","38,975.16","39,012.65","38,809.39",,#VALUE!,0.09%
2013-11-26,"38,975.16","39,222.02","39,100.41","38,839.66",,#VALUE!,-0.63%
2013-11-25,"39,222.02","39,246.05","39,246.64","39,173.37",,#VALUE!,-0.06%
2013-11-22,"39,246.05","39,119.88","39,250.93","39,068.01",,#VALUE!,0.32%
2013-11-21,"39,119.88","38,815.64","39,151.66","38,962.95",,#VALUE!,0.78%
2013-11-20,"38,815.64","38,255.86","38,815.64","38,255.86",,#VALUE!,1.46%
2013-11-19,"38,255.86","38,053.75","38,315.14","38,114.09",,#VALUE!,0.53%
2013-11-18,"38,053.75","37,883.53","38,064.32","37,780.70",,#VALUE!,0.45%
2013-11-15,"37,883.53","37,772.86","37,937.61","37,770.59",,#VALUE!,0.29%
2013-11-14,"37,772.86","37,949.11","38,293.59","37,772.86",,#VALUE!,-0.46%
2013-11-13,"37,949.11","38,293.59","38,293.59","37,870.87",,#VALUE!,-0.90%
2013-11-12,"38,293.59","37,898.30","38,293.59","37,866.22",,#VALUE!,1.04%
2013-11-11,"37,898.30","37,870.87","37,902.49","37,834.02",,#VALUE!,0.07%
2013-11-08,"37,870.87","38,125.91","38,125.91","37,870.87",,#VALUE!,-0.67%
2013-11-07,"38,125.91","38,125.18","38,265.79","38,056.49",,#VALUE!,0.00%
2013-11-06,"38,125.18","38,054.23","38,125.18","38,041.44",,#VALUE!,0.19%
2013-11-05,"38,054.23","37,937.61","38,054.23","37,373.09",,#VALUE!,0.31%
2013-11-04,"37,937.61","37,765.16","37,937.61","37,373.09",,#VALUE!,0.45%
2013-11-01,"37,765.82","37,622.74","37,792.79","37,572.73",,#VALUE!,0.38%
2013-10-31,"37,622.74","37,373.09","37,633.00","37,312.51",,#VALUE!,0.67%
2013-10-30,"37,373.09","37,514.55","37,611.65","37,278.34",,#VALUE!,-0.38%
2013-10-29,"37,514.55","37,278.34","37,611.65","37,278.34",,#VALUE!,0.63%
2013-10-28,"37,278.34","37,461.94","37,611.65","37,278.34",,#VALUE!,-0.49%
2013-10-25,"37,461.94","37,611.53","37,636.04","37,426.96",,#VALUE!,-0.40%
2013-10-24,"37,611.65","37,408.56","37,612.86","37,369.13",,#VALUE!,0.54%
2013-10-23,"37,408.56","37,368.10","37,458.70","37,265.17",,#VALUE!,0.11%
2013-10-22,"37,368.10","37,263.16","37,490.34","37,251.58",,#VALUE!,0.28%
2013-10-21,"37,263.16","37,339.14","37,349.74","37,201.61",,#VALUE!,0.02%
2013-10-17,"37,257.35","37,051.14","37,257.35","36,962.63",,#VALUE!,0.56%
2013-10-14,"37,051.14","36,991.61","37,259.65","36,904.52",,#VALUE!,0.16%
2013-10-11,"36,991.62","36,857.22","37,259.65","36,857.22",,#VALUE!,0.08%
2013-10-10,"36,962.63","37,259.65","37,259.65","36,857.22",,#VALUE!,-0.80%
2013-10-09,"37,259.65","36,904.52","37,259.65","36,831.03",,#VALUE!,0.96%
2013-10-08,"36,904.52","36,857.22","36,925.82","36,826.34",,#VALUE!,0.13%
2013-10-07,"36,857.22","36,925.82","36,925.82","36,585.08",,#VALUE!,-0.19%
2013-10-04,"36,925.82","36,436.98","36,925.82","36,436.98",,#VALUE!,0.26%
2013-10-03,"36,831.03","36,908.06","36,831.03","36,158.04",,#VALUE!,-0.21%
2013-10-02,"36,908.06","36,585.08","36,908.06","36,143.56",,#VALUE!,0.88%
2013-09-30,"36,585.08","36,162.88","36,585.08","36,056.02",,#VALUE!,0.41%
2013-09-27,"36,436.98","36,162.88","36,438.11","36,148.75",,#VALUE!,0.77%
2013-09-26,"36,158.04","36,143.56","36,216.12","36,110.47",,#VALUE!,0.04%
2013-09-25,"36,142.44","36,056.60","36,211.12","36,055.97",,#VALUE!,0.24%
2013-09-24,"36,056.02","36,088.64","36,089.13","35,965.53",,#VALUE!,-0.09%
2013-09-23,"36,088.64","36,206.51","36,207.32","36,040.88",,#VALUE!,-0.28%
2013-09-20,"36,188.72","35,899.16","36,196.02","35,862.25",,#VALUE!,0.83%
2013-09-19,"35,891.91","35,766.02","36,004.61","35,765.71",,#VALUE!,0.35%
2013-09-18,"35,765.71","35,852.59","35,882.67","35,708.57",,#VALUE!,-0.24%
2013-09-17,"35,851.38","35,861.88","35,960.98","35,696.79",,#VALUE!,-0.03%
2013-09-16,"35,861.88","36,098.07","36,099.87","36,038.15",,#VALUE!,-0.65%
2013-09-13,"36,098.07","36,245.65","36,339.51","36,110.80",,#VALUE!,-0.35%
2013-09-12,"36,224.45","36,259.66","36,261.59","36,093.91",,#VALUE!,-0.10%
2013-09-11,"36,259.66","36,113.13","36,260.01","36,037.88",,#VALUE!,0.41%
2013-09-10,"36,113.13","36,367.59","36,367.65","36,110.53",,#VALUE!,-0.70%
2013-09-09,"36,367.59","36,403.95","36,483.22","36,358.22",,#VALUE!,-0.10%
2013-09-06,"36,403.95","36,477.04","36,502.28","36,379.90",,#VALUE!,-0.20%
2013-09-05,"36,476.30","36,215.57","36,743.39","36,214.53",,#VALUE!,0.72%
2013-09-04,"36,215.57","36,230.83","36,651.30","36,121.85",,#VALUE!,-0.04%
2013-09-03,"36,230.83","36,337.30","36,407.43","36,243.60",,#VALUE!,-0.29%
2013-09-02,"36,337.15","36,247.86","36,363.30","36,186.85",,#VALUE!,0.24%
2013-08-30,"36,248.53","36,400.38","36,428.19","36,188.38",,#VALUE!,-0.42%
2013-08-29,"36,400.38","36,298.85","36,407.92","36,221.40",,#VALUE!,0.28%
2013-08-28,"36,299.27","36,480.24","36,501.79","36,167.70",,#VALUE!,-0.50%
2013-08-27,"36,480.24","36,526.74","36,549.29","36,469.47",,#VALUE!,-0.13%
2013-08-26,"36,526.69","36,577.08","36,669.39","36,510.20",,#VALUE!,-0.14%
